﻿Kategoria;Kontroler/Moduł;"Opis Kontrolera";"Nazwa Testu (EN)";"Opis Testu (PL)";"Metoda PHPUnit";Status;"Typ Testu"
"Feature Web";FeatureControllerTest;"Zarządzanie funkcjami systemu";invalid_sort_field_uses_default;"Nieprawidłowy Sortowanie field uses default";"Tests\Feature\FeatureControllerTest::test_invalid_sort_field_uses_default";"✅ Przechodzi";PHPUnit
"Feature Web";FeatureControllerTest;"Zarządzanie funkcjami systemu";can_filter_by_multiple_criteria;"Może Filtrowanie Przez Wielokrotny criteria";"Tests\Feature\FeatureControllerTest::test_can_filter_by_multiple_criteria";"✅ Przechodzi";PHPUnit
Ustawienia;PasswordUpdateTest;"Opis niedostępny";password_update_page_is_displayed;"Hasło Aktualizacja Strona Jest displayed";"P\Tests\Feature\Settings\PasswordUpdateTest::__pest_evaluable_password_update_page_is_displayed";"✅ Przechodzi";Pest
Ustawienia;PasswordUpdateTest;"Opis niedostępny";password_can_be_updated;"Hasło Może be updated";"P\Tests\Feature\Settings\PasswordUpdateTest::__pest_evaluable_password_can_be_updated";"✅ Przechodzi";Pest
Ustawienia;PasswordUpdateTest;"Opis niedostępny";correct_password_must_be_provided_to_update_password;"Poprawny Hasło must be provided Do Aktualizacja password";"P\Tests\Feature\Settings\PasswordUpdateTest::__pest_evaluable_correct_password_must_be_provided_to_update_password";"✅ Przechodzi";Pest
Ustawienia;ProfileUpdateTest;"Opis niedostępny";profile_page_is_displayed;"Profil Strona Jest displayed";"P\Tests\Feature\Settings\ProfileUpdateTest::__pest_evaluable_profile_page_is_displayed";"✅ Przechodzi";Pest
Ustawienia;ProfileUpdateTest;"Opis niedostępny";profile_information_can_be_updated;"Profil information Może be updated";"P\Tests\Feature\Settings\ProfileUpdateTest::__pest_evaluable_profile_information_can_be_updated";"✅ Przechodzi";Pest
Ustawienia;ProfileUpdateTest;"Opis niedostępny";email_verification_status_is_unchanged_when_the_email_address_is_unchanged;"Email verification Status Jest unchanged when the Email address Jest unchanged";"P\Tests\Feature\Settings\ProfileUpdateTest::__pest_evaluable_email_verification_status_is_unchanged_when_the_email_address_is_unchanged";"✅ Przechodzi";Pest
Ustawienia;ProfileUpdateTest;"Opis niedostępny";user_can_delete_their_account;"Użytkownik Może Usunięcie Ich account";"P\Tests\Feature\Settings\ProfileUpdateTest::__pest_evaluable_user_can_delete_their_account";"✅ Przechodzi";Pest
Ustawienia;ProfileUpdateTest;"Opis niedostępny";correct_password_must_be_provided_to_delete_account.;"Poprawny Hasło must be provided Do Usunięcie account.";"P\Tests\Feature\Settings\ProfileUpdateTest::__pest_evaluable_correct_password_must_be_provided_to_delete_account.";"✅ Przechodzi";Pest
